Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2009,1,6,7,1230,1215,1334,1320,WN,1660,N636WN,64,65,44,14,15,BUR,LAS,223,4,16,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,2121,2110,2311,2315,WN,1301,N400WN,170,185,153,-4,11,FLL,MDW,1166,5,12,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,2054,1935,2214,2055,WN,3915,N522SW,80,80,63,79,79,MCI,MDW,405,5,12,0,,0,0,0,79,0,0
2009,1,6,7,2306,2150,22,2255,WN,135,N763SW,76,65,58,87,76,LAS,LAX,236,7,11,0,,0,0,0,25,0,62
2008,1,20,7,907,905,1005,1000,WN,459,N350SW,58,55,39,5,2,SEA,GEG,224,3,16,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1250,1250,1354,1355,WN,1676,N723SW,64,65,54,-1,0,LIT,DAL,296,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,745,745,853,855,WN,2355,N482WN,68,70,58,-2,0,BWI,PVD,328,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1434,1435,1632,1640,WN,3748,N380SW,58,65,45,-8,-1,LAS,PHX,256,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,649,650,1024,1035,WN,99,N440LV,155,165,146,-11,-1,HOU,BWI,1246,3,6,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1548,1540,1834,1820,WN,1415,N330SW,166,160,144,14,8,PHL,MCO,861,9,13,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1632,1530,2119,2040,WN,1050,N237WN,167,190,150,39,62,LAS,STL,1372,3,14,0,,0,0,0,0,0,39
2009,1,11,5,1626,1610,1837,1820,WN,1014,N700GS,71,70,52,17,16,MDW,DTW,229,8,11,0,,0,16,0,1,0,0
2009,1,8,2,905,905,1007,1015,WN,2089,N510SW,62,70,47,-8,0,MSY,HOU,303,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2200,2125,2327,2245,WN,3858,N769SW,87,80,72,42,35,SNA,OAK,371,4,11,0,,0,0,0,7,0,35
2008,1,21,1,951,950,1201,1205,WN,272,N228WN,250,255,238,-4,1,HOU,OAK,1642,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1037,1040,1335,1355,WN,406,N653SW,118,135,105,-20,-3,ABQ,STL,934,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1040,1040,1321,1320,WN,2280,N630WN,101,100,72,1,0,LAS,ELP,584,4,25,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1527,1530,1633,1645,WN,1667,N798SW,66,75,56,-12,-3,BUR,SMF,358,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1748,1755,1859,1915,WN,1156,N742SW,71,80,54,-16,-7,ABQ,PHX,328,7,10,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,950,950,1111,1105,WN,3507,N428WN,81,75,62,6,0,ABQ,PHX,328,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,754,730,1036,1030,WN,1394,N248WN,102,120,93,6,24,MDW,ISP,765,3,6,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,2124,2125,2219,2220,WN,55,N604SW,55,55,45,-1,-1,HOU,HRL,276,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,2031,2035,2124,2135,WN,298,N268WN,53,60,40,-11,-4,RNO,SJC,188,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1521,1520,1636,1635,WN,1132,N419WN,75,75,61,1,1,BUR,OAK,325,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1043,1045,1316,1325,WN,241,N417WN,153,160,140,-9,-2,TPA,BDL,1111,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,656,700,755,800,WN,1379,N615SW,59,60,45,-5,-4,GEG,SEA,224,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,2101,2105,2219,2225,WN,3574,N649SW,78,80,66,-6,-4,SAN,SJC,417,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1157,1200,1248,1300,WN,458,N735SA,51,60,36,-12,-3,BWI,PIT,210,6,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1630,1635,1734,1750,WN,461,N751SW,64,75,46,-16,-5,PHL,PIT,267,6,12,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1655,1700,1806,1810,WN,1257,N505SW,71,70,62,-4,-5,MCI,OKC,313,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,759,800,851,855,WN,8,N509SW,52,55,42,-4,-1,HOU,DAL,239,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2129,2050,11,2340,WN,1461,N367SW,102,110,88,31,39,STL,BWI,737,5,9,0,,0,5,0,0,0,26
2008,1,16,3,1653,1650,2014,2025,WN,300,N433LV,201,215,187,-11,3,MHT,TPA,1204,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1648,1650,1809,1830,WN,2382,N740SW,81,100,72,-21,-2,DAL,BHM,587,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1528,1530,1623,1630,WN,3241,N682SW,55,60,43,-7,-2,HOU,MSY,303,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1510,1510,1712,1715,WN,534,N642WN,122,125,109,-3,0,TPA,SDF,727,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1416,1400,1528,1515,WN,1462,N292WN,72,75,60,13,16,HOU,OKC,419,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1059,1105,1201,1210,WN,404,N214WN,62,65,50,-9,-6,LIT,DAL,296,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1329,1300,1449,1425,WN,1606,N342SW,80,85,69,24,29,MDW,OMA,423,3,8,0,,0,0,0,0,0,24
2008,1,16,3,2059,2050,2106,2055,WN,2792,N510SW,67,65,48,11,9,PHX,LAS,256,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,606,610,709,710,WN,1247,N272WN,63,60,49,-1,-4,PHX,ABQ,328,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1739,1725,1851,1825,WN,901,N374SW,132,120,116,26,14,SLC,OAK,588,5,11,0,,0,11,0,12,0,3
2009,1,11,5,2011,2010,43,55,WN,3746,N396SW,152,165,140,-12,1,LAS,HOU,1235,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1636,1630,1844,1905,WN,2553,N258WN,188,215,175,-21,6,BWI,OKC,1180,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1206,1205,1513,1525,WN,720,N427WN,127,140,116,-12,1,DEN,HOU,883,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1637,1640,1855,1910,WN,1172,N306SW,138,150,121,-15,-3,TPA,PHL,920,5,12,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1149,1145,1639,1650,WN,205,N299WN,170,185,156,-11,4,LAX,HOU,1390,3,11,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1631,1620,1827,1825,WN,1273,N705SW,116,125,95,2,11,SEA,OAK,671,13,8,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1724,1725,1936,1945,WN,892,N228WN,72,80,62,-9,-1,ELP,SAT,496,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1138,1140,1412,1420,WN,1178,N255WN,154,160,133,-8,-2,LAS,SEA,866,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,619,620,948,950,WN,2458,N770SA,149,150,128,-2,-1,MDW,TPA,997,4,17,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1119,1120,1141,1150,WN,1002,N241WN,82,90,65,-9,-1,SLC,RNO,422,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1516,1335,1617,1440,WN,3917,N376SW,61,65,45,97,101,PHL,PVD,238,4,12,0,,0,2,0,0,0,95
2009,1,7,1,1715,1720,1839,1900,WN,458,N735SA,84,100,70,-21,-5,SAN,SFO,447,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1742,1720,1851,1830,WN,1626,N758SW,69,70,50,21,22,SAN,LAS,258,8,11,0,,0,21,0,0,0,0
2008,1,16,3,1521,1520,1653,1645,WN,1769,N743SW,92,85,78,8,1,DTW,BWI,408,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1113,1045,1357,1325,WN,241,N450WN,164,160,153,32,28,TPA,BDL,1111,3,8,0,,0,28,0,4,0,0
2008,1,19,6,1404,1410,1523,1540,WN,12,N606SW,79,90,64,-17,-6,LAS,SFO,414,4,11,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,645,650,733,740,WN,2443,N618WN,48,50,35,-7,-5,DAL,AUS,189,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,1851,1825,2100,2035,WN,29,N366SW,129,130,111,25,26,TPA,IAD,810,6,12,0,,0,0,0,0,0,25
2009,1,13,7,2138,2110,2319,2255,WN,124,N682SW,101,105,82,24,28,SEA,SMF,605,5,14,0,,0,3,0,0,0,21
2009,1,4,5,1651,1600,56,2350,WN,416,N747SA,305,290,274,66,51,LAS,PVD,2363,6,25,0,,0,11,0,15,0,40
2008,1,18,5,827,825,949,945,WN,1564,N306SW,82,80,61,4,2,ONT,SMF,389,4,17,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1423,1335,1519,1440,WN,3144,N272WN,56,65,42,39,48,LAX,LAS,236,5,9,0,,0,11,0,0,0,28
2009,1,14,1,634,630,708,715,WN,2874,N296WN,94,105,75,-7,4,BUF,MDW,468,11,8,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,920,920,1152,1155,WN,1508,N286WN,92,95,82,-3,0,ABQ,DAL,580,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,950,950,1228,1235,WN,1310,N233LV,158,165,141,-7,0,FLL,ISP,1093,4,13,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1138,1140,1306,1320,WN,1585,N745SW,88,100,76,-14,-2,PDX,OAK,543,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,941,940,1051,1045,WN,1037,N230WN,70,65,55,6,1,LAS,SAN,258,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1608,1610,2034,2050,WN,1321,N402WN,146,160,134,-16,-2,SAN,AUS,1164,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1827,1810,2013,2010,WN,2889,N717SA,166,180,145,3,17,FLL,STL,1056,4,17,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,2124,2035,2256,2230,WN,942,N700GS,152,175,144,26,49,HOU,PHX,1020,3,5,0,,0,26,0,0,0,0
2008,1,20,7,856,850,1258,1310,WN,1351,N237WN,182,200,166,-12,6,PHX,MDW,1444,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1836,1840,2028,2030,WN,871,N310SW,172,170,153,-2,-4,MCO,MDW,989,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1311,1300,1412,1400,WN,27,N313SW,61,60,50,12,11,DAL,HOU,239,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1930,1930,2154,2200,WN,884,N514SW,144,150,133,-6,0,BNA,SAT,822,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,826,830,1020,1035,WN,1457,N748SW,114,125,95,-15,-4,OAK,SEA,671,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1038,1040,1127,1145,WN,304,N391SW,169,185,153,-18,-2,TUL,LAS,1076,9,7,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1204,1145,1659,1650,WN,205,N286WN,175,185,164,9,19,LAX,HOU,1390,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1805,1805,1923,1925,WN,154,N486WN,78,80,65,-2,0,MCI,MDW,405,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1529,1525,1632,1635,WN,271,N334SW,63,70,57,-3,4,ISP,BWI,220,2,4,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1437,1430,1527,1530,WN,112,N784SW,110,120,91,-3,7,SLC,LAX,590,8,11,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1217,1215,1308,1310,WN,2365,N648SW,51,55,37,-2,2,MCI,STL,237,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,732,730,1019,1030,WN,1394,N435WN,107,120,93,-11,2,MDW,ISP,765,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1754,1755,2033,2035,WN,1305,N480WN,159,160,142,-2,-1,MCO,PVD,1073,5,12,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,2004,1945,2141,2115,WN,1170,N389SW,97,90,73,26,19,BWI,DTW,408,8,16,0,,0,5,0,7,0,14
2009,1,4,5,2226,2100,59,2330,WN,587,N456WN,273,270,254,89,86,MDW,LAX,1750,9,10,0,,0,32,0,3,0,54
2009,1,5,6,1839,1740,115,30,WN,564,N432WN,216,230,196,45,59,LAS,CMH,1772,7,13,0,,0,11,0,0,0,34
2008,1,17,4,2247,2225,2248,2230,WN,1520,N740SW,61,65,52,18,22,PHX,ONT,325,3,6,0,,0,0,0,0,0,18
2008,1,17,4,1740,1640,2046,1920,WN,1601,N757LV,126,100,108,86,60,OAK,SLC,588,4,14,0,,0,0,31,26,0,29
2008,1,16,3,1852,1855,29,40,WN,1754,N435WN,217,225,208,-11,-3,LAX,MDW,1750,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1301,1300,1422,1415,WN,1655,N669SW,81,75,65,7,1,LAX,OAK,337,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,NA,1130,NA,1400,WN,3311,,NA,150,NA,NA,NA,TPA,ISP,1034,NA,NA,1,B,0,NA,NA,NA,NA,NA
2009,1,4,5,1444,1440,1950,1950,WN,3425,N421LV,186,190,169,0,4,ABQ,TPA,1497,10,7,0,,0,NA,NA,NA,NA,NA
2009,1,4,5,1404,1350,1522,1515,WN,26,N357SW,78,85,68,7,14,DAL,MCI,461,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,2002,1915,2111,2045,WN,2115,N522SW,69,90,58,26,47,MHT,PHL,290,4,7,0,,0,1,0,0,0,25
2009,1,4,5,2022,1905,2124,2030,WN,587,N456WN,122,145,107,54,77,PHL,MDW,668,7,8,0,,0,54,0,0,0,0
2008,1,18,5,1334,1335,1541,1550,WN,1437,N776WN,67,75,55,-9,-1,LAS,TUS,365,3,9,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1111,1115,1208,1230,WN,643,N745SW,117,135,103,-22,-4,SLC,SEA,689,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1158,1200,1405,1420,WN,2726,N484WN,127,140,114,-15,-2,GEG,LAS,806,5,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1621,1615,1836,1815,WN,2124,N612SW,195,180,172,21,6,DEN,SEA,1024,5,18,0,,0,6,0,15,0,0
2008,1,22,2,2026,2030,2120,2130,WN,57,N439WN,54,60,44,-10,-4,DAL,HOU,239,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1000,1005,1125,1140,WN,3429,N781WN,85,95,75,-15,-5,SAN,SMF,480,4,6,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,1853,1840,2009,2005,WN,2807,N659SW,76,85,67,4,13,PDX,SMF,479,3,6,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,901,905,1145,1155,WN,1264,N373SW,104,110,93,-10,-4,ABQ,MCI,718,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1517,1435,1731,1640,WN,3748,N670SW,74,65,49,51,42,LAS,PHX,256,5,20,0,,0,10,0,9,0,32
2009,1,8,2,656,645,903,840,WN,425,N361SW,187,175,162,23,11,BWI,MCI,967,8,17,0,,0,11,0,12,0,0
2008,1,20,7,1502,1445,1608,1555,WN,714,N383SW,66,70,54,13,17,CMH,BWI,336,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1155,1150,1519,1520,WN,709,N230WN,144,150,132,-1,5,MDW,TPA,997,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1115,1050,1249,1230,WN,3499,N204WN,94,100,78,19,25,RDU,MCO,534,7,9,0,,0,0,0,0,0,19
2009,1,3,4,1718,1535,1836,1650,WN,2268,N395SW,78,75,67,106,103,SJC,SAN,417,3,8,0,,0,14,0,3,0,89
2008,1,18,5,714,715,1015,1030,WN,1589,N243WN,121,135,111,-15,-1,MSY,BWI,998,3,7,0,,0,NA,NA,NA,NA,NA
2009,1,12,6,1538,1540,1701,1720,WN,2734,N687SW,83,100,73,-19,-2,MCO,RDU,534,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1122,1120,1326,1330,WN,1445,N328SW,64,70,50,-4,2,SAN,PHX,304,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1716,1715,1833,1835,WN,3140,N473WN,77,80,64,-2,1,SMF,SNA,404,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,842,840,953,955,WN,2613,N730SW,71,75,57,-2,2,BUR,OAK,325,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1120,1110,1225,1215,WN,3925,N273WN,65,65,52,10,10,BUF,BWI,281,3,10,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1923,1915,2211,2210,WN,3510,N751SW,108,115,91,1,8,MDW,ORF,704,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1411,1410,1539,1540,WN,12,N358SW,88,90,72,-1,1,LAS,SFO,414,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1048,1050,1055,1110,WN,97,N226WN,67,80,54,-15,-2,CLE,MDW,307,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,642,640,823,825,WN,3404,N243WN,101,105,86,-2,2,HOU,BNA,670,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,2018,1955,2107,2055,WN,1476,N347SW,109,120,99,12,23,PHX,SMF,647,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1226,1215,1702,1705,WN,594,N671SW,156,170,138,-3,11,LAS,MCI,1140,7,11,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1432,1410,1546,1500,WN,38,N520SW,74,50,34,46,22,CRP,HOU,187,3,37,0,,0,0,0,32,0,14
2009,1,10,4,830,830,925,925,WN,10,N501SW,55,55,40,0,0,HOU,DAL,239,5,10,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,619,620,819,825,WN,3938,N216WR,120,125,98,-6,-1,OAK,SEA,671,5,17,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,831,830,942,945,WN,1001,N632SW,71,75,56,-3,1,DEN,ABQ,349,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,1451,1500,1606,1620,WN,875,N379SW,75,80,59,-14,-9,LAS,RNO,345,3,13,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1729,1730,1818,1835,WN,1295,N407WN,109,125,93,-17,-1,PHX,OAK,646,9,7,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,746,750,849,855,WN,501,N502SW,63,65,51,-6,-4,OMA,STL,342,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,628,630,742,735,WN,811,N698SW,134,125,118,7,-2,PHX,OAK,646,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1825,1825,1925,1925,WN,55,N374SW,60,60,46,0,0,LBB,DAL,293,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1833,1745,2054,2010,WN,1093,N370SW,81,85,68,44,48,ELP,AUS,528,7,6,0,,0,2,0,0,0,42
2008,1,20,7,1631,1630,1628,1635,WN,369,N473WN,57,65,49,-7,1,PHX,SAN,304,3,5,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1948,1755,2021,1830,WN,2788,N265WN,93,95,80,111,113,ABQ,LAS,487,4,9,0,,0,0,0,0,0,111
2008,1,19,6,1301,1230,1447,1435,WN,1410,N305SW,166,185,150,12,31,MCO,MCI,1072,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1311,1250,1429,1405,WN,2356,N355SW,78,75,52,24,21,SAN,LAS,258,4,22,0,,0,0,0,5,0,19
2009,1,8,2,1113,1110,1329,1335,WN,2366,N688SW,136,145,120,-6,3,MCO,CLE,895,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1630,1625,1748,1730,WN,1019,N669SW,78,65,51,18,5,LAX,LAS,236,5,22,0,,0,0,0,18,0,0
2008,1,17,4,1630,1630,1743,1755,WN,97,N339SW,73,85,59,-12,0,LAX,SFO,337,4,10,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,942,940,1528,1545,WN,2818,N229WN,226,245,210,-17,2,PHX,RDU,1891,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1541,1520,1625,1610,WN,2019,N676SW,44,50,33,15,21,BWI,ORF,159,3,8,0,,0,15,0,0,0,0
2009,1,6,7,951,950,1111,1110,WN,67,N795SW,80,80,67,1,1,SAN,SJC,417,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1942,1900,2101,2025,WN,642,N412WN,79,85,66,36,42,SNA,SMF,404,6,7,0,,0,0,0,0,0,36
2008,1,16,3,1727,1725,2050,2055,WN,3068,N483WN,143,150,127,-5,2,PHX,MCI,1044,7,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,1918,1850,2116,2055,WN,390,N334SW,118,125,101,21,28,SEA,SJC,697,3,14,0,,0,0,0,0,0,21
2009,1,6,7,2040,2040,2137,2140,WN,2553,N660SW,57,60,46,-3,0,DAL,SAT,248,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,15,2,915,915,1019,1020,WN,2727,N343SW,64,65,53,-1,0,BWI,RDU,255,3,8,0,,0,NA,NA,NA,NA,NA
2009,1,9,3,NA,1515,NA,1625,WN,1657,,NA,70,NA,NA,NA,BDL,BWI,283,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,19,6,656,700,849,915,WN,1492,N551WN,113,135,101,-26,-4,MCO,CMH,802,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1245,1240,1425,1425,WN,2542,N778SW,160,165,142,0,5,MCO,MDW,989,5,13,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1047,1050,1347,1355,WN,1531,N661SW,120,125,109,-8,-3,MDW,PVD,842,4,7,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,2001,2010,2115,2130,WN,3428,N225WN,74,80,62,-15,-9,BNA,MDW,395,5,7,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,928,930,1100,1115,WN,873,N295WN,92,105,78,-15,-2,PHX,DEN,602,5,9,0,,0,NA,NA,NA,NA,NA
2009,1,7,1,653,645,906,905,WN,896,N277WN,133,140,119,1,8,PBI,BWI,883,7,7,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,1052,1040,1301,1300,WN,3831,N451WN,69,80,60,1,12,LAX,TUS,451,4,5,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,2114,2015,6,2320,WN,780,N288WN,112,125,100,46,59,PHX,AUS,872,4,8,0,,0,26,0,0,0,20
2008,1,22,2,635,635,850,845,WN,881,N765SW,195,190,174,5,0,FLL,MDW,1166,8,13,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1502,1440,1702,1650,WN,1745,N230WN,60,70,50,12,22,SNA,PHX,338,5,5,0,,0,NA,NA,NA,NA,NA
2009,1,14,1,1217,1220,1432,1435,WN,1123,N297WN,75,75,61,-3,-3,MDW,PIT,402,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1041,1045,1216,1225,WN,1606,N643SW,155,160,138,-9,-4,TPA,MDW,997,6,11,0,,0,NA,NA,NA,NA,NA
2009,1,10,4,1452,1450,1630,1645,WN,2707,N233LV,98,115,86,-15,2,DEN,PHX,602,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,855,900,1012,1015,WN,180,N793SA,77,75,61,-3,-5,PVD,BWI,328,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,8,2,1642,1640,1750,1750,WN,2450,N257WN,68,70,49,0,2,SAN,LAS,258,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,20,7,1831,1820,2038,2035,WN,438,N730SW,247,255,231,3,11,HOU,OAK,1642,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1841,1745,2045,1950,WN,1250,N550WN,64,65,50,55,56,MDW,CMH,284,3,11,0,,0,55,0,0,0,0
2009,1,13,7,720,720,1025,1010,WN,660,N618WN,185,170,172,15,0,BUF,TPA,1054,4,9,0,,0,0,0,15,0,0
2008,1,18,5,1325,1320,1441,1440,WN,2293,N715SW,76,80,60,1,5,LAX,RNO,390,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1332,1335,1450,1505,WN,1386,N201LV,78,90,68,-15,-3,SAN,OAK,446,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,2008,2000,2130,2120,WN,2624,N295WN,82,80,60,10,8,SMF,LAX,373,4,18,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1705,1700,1823,1815,WN,1860,N641SW,78,75,53,8,5,OAK,LAX,337,15,10,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1149,1130,1238,1240,WN,1544,N284WN,229,250,215,-2,19,IND,LAS,1591,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,959,1000,1056,1100,WN,15,N634SW,57,60,47,-4,-1,DAL,HOU,239,2,8,0,,0,NA,NA,NA,NA,NA
2009,1,6,7,1728,1735,1849,1905,WN,570,N639SW,81,90,68,-16,-7,BNA,MSY,471,2,11,0,,0,NA,NA,NA,NA,NA
2009,1,5,6,1156,1200,1303,1310,WN,511,N416WN,127,130,111,-7,-4,ELP,LAX,714,6,10,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,712,715,752,805,WN,3053,N773SA,100,110,87,-13,-3,DAL,ABQ,580,4,9,0,,0,NA,NA,NA,NA,NA
2009,1,11,5,622,625,647,705,WN,2358,N337SW,85,100,71,-18,-3,DTW,STL,440,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,732,735,846,855,WN,3518,N664WN,74,80,63,-9,-3,LAX,SMF,373,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,19,6,1556,1545,2328,2335,WN,2724,N227WN,272,290,253,-7,11,LAS,PVD,2363,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,22,2,1925,1915,2022,2025,WN,2719,N795SW,57,70,45,-3,10,GEG,PDX,279,4,8,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1856,1855,2012,2020,WN,1642,N673AA,76,85,61,-8,1,LAS,SJC,386,4,11,0,,0,NA,NA,NA,NA,NA
2009,1,3,4,730,730,933,945,WN,250,N519SW,183,195,167,-12,0,LIT,PHX,1136,4,12,0,,0,NA,NA,NA,NA,NA
2009,1,13,7,1926,1810,2054,1935,WN,349,N379SW,88,85,65,79,76,PVD,PHL,238,7,16,0,,0,0,0,38,0,41
2009,1,11,5,1312,1250,1531,1520,WN,1035,N685SW,139,150,122,11,22,MCO,PHL,861,4,13,0,,0,NA,NA,NA,NA,NA
